,second_name,first_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,transfers_out,value_season,bonus,bps,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,points_per_game,value_form,value_season,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,id_x,id_y,plural_name,singular_name,pos_short,id,name,full_name
482,Phillips,Kalvin,13,3,0.0,47,89,2073,4491,0.9,0,14,4,0.07,0.07,0.14,1.58,0.07,0.07,0.14,1.6,1.0,0.0,0.9,0,0,0,2,0,0,0,0,0,0,364,3,Midfielders,Midfielder,MF,13,Man City,Kalvin Phillips
483,Hernandez,Rodrigo,13,3,5.0,56,1270,1240412,1322318,9.5,5,268,53,2.15,2.85,5.00,14.97,0.15,0.2,0.35,1.06,3.5,0.2,9.5,3,3,4,16,0,0,0,6,1,0,365,3,Midfielders,Midfielder,MF,13,Man City,Rodri
484,Gomez,Sergio,13,2,1.0,39,15,135617,139728,1.3,0,17,5,0.00,0.08,0.08,0.02,0.0,0.48,0.48,0.12,2.5,0.0,1.3,0,1,0,0,0,0,0,0,0,0,366,2,Defenders,Defender,DF,13,Man City,Sergio Gomez
485,Steffen,Zack,13,1,0.2,39,0,18920,16071,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,367,1,Goalkeepers,Goalkeeper,GK,13,Man City,Zack Steffen
486,Stones,John,13,2,2.9,53,410,116557,2225922,3.6,0,94,19,0.00,0.08,0.08,5.01,0.0,0.02,0.02,1.1,2.4,0.2,3.6,0,0,2,4,0,0,0,1,0,0,368,2,Defenders,Defender,DF,13,Man City,John Stones
487,Walker,Kyle,13,2,15.9,53,1620,2202472,1205551,10.0,4,325,53,0.24,1.60,1.84,17.43,0.01,0.09,0.1,0.97,2.9,0.3,10.0,0,1,4,21,0,0,0,1,0,0,369,2,Defenders,Defender,DF,13,Man City,Kyle Walker
488,Nunes,Matheus Luiz,13,3,0.1,48,472,21352,36043,3.1,0,62,15,0.28,0.49,0.77,6.79,0.05,0.09,0.14,1.29,1.5,0.2,3.1,0,1,1,10,0,0,0,0,1,0,566,3,Midfielders,Midfielder,MF,13,Man City,Matheus Nunes
489,Gvardiol,Josko,13,2,3.4,48,1112,585801,641423,6.9,1,209,33,0.56,0.69,1.25,13.13,0.05,0.06,0.11,1.06,2.4,0.3,6.9,0,0,3,14,0,0,0,2,0,0,616,2,Defenders,Defender,DF,13,Man City,Josko Gvardiol
490,Doku,Jeremy,13,3,2.7,65,693,1318517,1085965,7.5,9,211,49,0.88,2.55,3.43,6.43,0.11,0.33,0.44,0.84,4.5,0.0,7.5,2,5,0,11,0,0,0,2,0,0,678,3,Midfielders,Midfielder,MF,13,Man City,Jeremy Doku
491,Susoho,Mahamadou,13,3,0.0,45,0,36,14,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,762,3,Midfielders,Midfielder,MF,13,Man City,Mahamadou Susoho
492,Hamilton,Micah,13,3,0.0,45,0,11,2,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,771,3,Midfielders,Midfielder,MF,13,Man City,Micah Hamilton
493,Mount,Mason,14,3,0.8,68,397,24719,280928,1.8,0,51,12,0.20,0.32,0.52,6.92,0.05,0.07,0.12,1.57,1.5,0.0,1.8,0,0,1,6,0,0,0,1,0,0,209,3,Midfielders,Midfielder,MF,14,Man Utd,Mason Mount
494,Telles,Alex,14,2,0.0,45,0,0,704,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,370,2,Defenders,Defender,DF,14,Man Utd,Alex Telles
495,Diallo,Amad,14,3,0.0,44,0,995,3814,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,371,3,Midfielders,Midfielder,MF,14,Man Utd,Amad Diallo
496,dos Santos,Antony Matheus,14,3,0.6,68,846,29527,111866,3.7,0,105,25,1.43,1.28,2.71,14.03,0.15,0.14,0.29,1.49,1.7,0.3,3.7,0,0,3,10,0,0,0,3,0,0,372,3,Midfielders,Midfielder,MF,14,Man Utd,Antony
497,Borges Fernandes,Bruno,14,3,9.9,82,1620,1348702,2962095,8.0,10,297,66,4.52,5.44,9.96,30.40,0.25,0.3,0.55,1.69,3.7,0.1,8.0,3,3,5,25,0,0,1,7,0,0,373,3,Midfielders,Midfielder,MF,14,Man Utd,Bruno Fernandes
498,Williams,Brandon,14,2,0.1,40,0,1224,12642,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,374,2,Defenders,Defender,DF,14,Man Utd,Brandon Williams
499,Bailly,Eric,14,2,0.1,40,0,2895,16250,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,375,2,Defenders,Defender,DF,14,Man Utd,Eric Bailly
500,Casimiro,Carlos Henrique,14,3,2.0,53,648,141777,443480,4.0,0,94,21,1.91,0.41,2.32,10.94,0.27,0.06,0.33,1.52,2.6,0.0,4.0,1,0,2,11,0,0,0,1,0,0,376,3,Midfielders,Midfielder,MF,14,Man Utd,Casemiro
501,Dalot Teixeira,Diogo,14,2,3.3,51,1464,596724,476871,11.4,8,326,58,0.62,1.30,1.92,27.87,0.04,0.08,0.12,1.71,3.4,0.3,11.4,1,1,5,22,0,0,0,3,1,0,377,2,Defenders,Defender,DF,14,Man Utd,Diogo Dalot Teixeira
502,Eriksen,Christian,14,3,0.4,58,698,46145,77015,5.5,4,151,32,0.49,1.09,1.58,14.38,0.06,0.14,0.2,1.85,2.5,0.1,5.5,1,1,1,14,0,0,0,0,0,0,379,3,Midfielders,Midfielder,MF,14,Man Utd,Christian Eriksen
503,Fernandez Carreras,Alvaro,14,2,0.1,40,0,5187,25177,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,380,2,Defenders,Defender,DF,14,Man Utd,Alvaro Fernandez Carreras
504,Rodrigues de Paula Santos,Frederico,14,3,0.0,50,0,322,10778,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,381,3,Midfielders,Midfielder,MF,14,Man Utd,Frederico Rodrigues de Paula Santos
505,Garnacho,Alejandro,14,3,4.0,47,972,499661,349958,10.9,2,130,51,3.47,0.77,4.24,18.60,0.32,0.07,0.39,1.72,3.0,1.0,10.9,3,1,5,13,0,0,0,2,0,0,382,3,Midfielders,Midfielder,MF,14,Man Utd,Alejandro Garnacho
506,Mejbri,Hannibal,14,3,0.2,44,131,45438,39026,2.5,0,34,11,0.03,0.48,0.51,3.48,0.02,0.33,0.35,2.39,2.2,0.1,2.5,1,0,1,1,0,0,0,1,0,0,383,3,Midfielders,Midfielder,MF,14,Man Utd,Hannibal Mejbri
507,Heaton,Tom,14,1,0.1,40,0,2464,8371,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,384,1,Goalkeepers,Goalkeeper,GK,14,Man Utd,Tom Heaton
508,Lindelof,Victor,14,2,0.3,45,898,86065,81063,9.3,3,201,42,0.25,0.30,0.55,16.08,0.03,0.03,0.06,1.61,3.5,0.0,9.3,1,1,3,10,0,0,0,1,0,0,386,2,Defenders,Defender,DF,14,Man Utd,Victor Lindelof
509,Maguire,Harry,14,2,1.5,42,836,415765,333546,8.6,2,173,36,0.42,0.28,0.70,17.16,0.05,0.03,0.08,1.85,3.3,0.3,8.6,0,2,3,12,0,0,0,1,0,0,387,2,Defenders,Defender,DF,14,Man Utd,Harry Maguire
510,Mainoo,Kobbie,14,3,0.2,44,401,27075,14281,2.5,0,57,11,0.03,0.18,0.21,9.33,0.01,0.04,0.05,2.09,2.2,0.3,2.5,0,0,2,5,0,0,0,1,0,0,388,3,Midfielders,Midfielder,MF,14,Man Utd,Kobbie Mainoo
511,Malacia,Tyrell,14,2,0.0,43,0,626,4682,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,389,2,Defenders,Defender,DF,14,Man Utd,Tyrell Malacia
512,Martial,Anthony,14,4,0.3,64,439,33775,45475,3.9,2,73,25,1.24,0.14,1.38,8.54,0.25,0.03,0.28,1.75,1.9,0.1,3.9,1,1,1,6,0,0,0,0,0,0,390,4,Forwards,Forward,FW,14,Man Utd,Anthony Martial
513,Martinez,Lisandro,14,2,2.2,47,375,83618,577365,1.1,0,74,5,0.00,0.08,0.08,5.51,0.0,0.02,0.02,1.32,1.0,0.0,1.1,0,1,0,8,1,0,0,2,0,0,391,2,Defenders,Defender,DF,14,Man Utd,Lisandro Martinez
514,McTominay,Scott,14,3,2.0,48,1065,387399,203878,13.1,5,202,63,3.60,0.21,3.80,21.43,0.3,0.02,0.32,1.81,3.9,0.8,13.1,5,0,5,14,0,0,0,0,0,0,392,3,Midfielders,Midfielder,MF,14,Man Utd,Scott McTominay
515,Pellistri Rebollo,Facundo,14,3,0.2,43,164,50115,43857,3.0,0,36,13,0.51,0.39,0.90,4.17,0.28,0.21,0.49,2.29,1.4,0.1,3.0,0,1,0,2,0,0,0,0,0,0,394,3,Midfielders,Midfielder,MF,14,Man Utd,Facundo Pellistri
516,Varane,Raphael,14,2,2.3,49,520,441808,608081,5.7,2,144,28,0.68,0.31,0.99,10.24,0.12,0.05,0.17,1.77,2.8,0.2,5.7,1,0,2,7,0,0,0,0,0,0,395,2,Defenders,Defender,DF,14,Man Utd,Raphael Varane
517,Rashford,Marcus,14,3,10.5,84,1229,763959,4292746,6.3,0,152,53,4.73,2.09,6.82,26.37,0.35,0.15,0.5,1.93,2.9,0.2,6.3,2,3,4,21,0,0,0,2,0,0,396,3,Midfielders,Midfielder,MF,14,Man Utd,Marcus Rashford
518,Sancho,Jadon,14,3,0.4,67,76,6723,68860,0.4,0,11,3,0.00,0.07,0.07,1.86,0.0,0.08,0.08,2.2,1.0,0.0,0.4,0,0,0,1,0,0,0,0,0,0,397,3,Midfielders,Midfielder,MF,14,Man Utd,Jadon Sancho
519,Shaw,Luke,14,2,3.4,52,693,284434,2323401,4.0,0,146,21,0.05,0.77,0.82,14.47,0.01,0.1,0.11,1.88,2.6,0.3,4.0,0,0,3,9,0,0,0,4,0,0,398,2,Defenders,Defender,DF,14,Man Utd,Luke Shaw
520,Shoretire,Shola,14,4,0.2,44,0,33859,32122,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,399,4,Forwards,Forward,FW,14,Man Utd,Shola Shoretire
521,van de Beek,Donny,14,3,0.0,47,2,1452,4413,0.2,0,3,1,0.04,0.03,0.07,0.00,1.8,1.35,3.15,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,400,3,Midfielders,Midfielder,MF,14,Man Utd,Donny van de Beek
522,Wan-Bissaka,Aaron,14,2,2.1,44,703,565255,664211,6.4,5,163,28,0.03,0.97,1.00,15.61,0.0,0.12,0.12,2.0,2.8,0.2,6.4,0,1,2,11,0,0,0,2,0,0,401,2,Defenders,Defender,DF,14,Man Utd,Aaron Wan-Bissaka
523,Reguilon,Sergio,14,2,0.3,44,408,153293,148053,3.9,2,85,17,0.18,0.57,0.75,5.97,0.04,0.13,0.17,1.32,2.1,0.1,3.9,0,0,2,7,0,0,0,3,0,0,508,2,Defenders,Defender,DF,14,Man Utd,Sergio Reguilon
524,Onana,Andre,14,1,14.5,48,1710,870606,2153240,14.8,5,376,71,0.00,0.02,0.02,32.75,0.0,0.0,0.0,1.72,3.7,0.7,14.8,0,0,6,25,0,0,0,3,0,69,597,1,Goalkeepers,Goalkeeper,GK,14,Man Utd,Andre Onana
525,Hojlund,Rasmus,14,4,3.0,68,1026,1121880,995243,4.4,1,63,30,3.10,0.42,3.52,16.75,0.27,0.04,0.31,1.47,2.0,0.3,4.4,1,0,4,14,0,0,0,1,0,0,617,4,Forwards,Forward,FW,14,Man Utd,Rasmus Hojlund
526,Forson,Omari,14,3,0.0,44,0,987,1400,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,632,3,Midfielders,Midfielder,MF,14,Man Utd,Omari Forson
527,Vitek,Radek,14,1,0.0,40,0,2374,1636,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,669,1,Goalkeepers,Goalkeeper,GK,14,Man Utd,Radek Vitek
528,Gore,Daniel,14,3,0.0,45,1,715,593,0.2,0,5,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,685,3,Midfielders,Midfielder,MF,14,Man Utd,Daniel Gore
529,Bayindir,Altay,14,1,0.0,40,0,6842,3483,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,695,1,Goalkeepers,Goalkeeper,GK,14,Man Utd,Altay Bayindir
530,Evans,Jonny,14,2,1.0,40,729,262428,170504,7.8,3,159,31,0.06,0.21,0.27,14.91,0.01,0.03,0.04,1.84,2.8,0.4,7.8,0,1,3,11,0,0,0,2,0,0,703,2,Defenders,Defender,DF,14,Man Utd,Jonny Evans
531,Amrabat,Sofyan,14,3,0.1,50,610,32972,27034,2.8,0,76,14,0.05,0.23,0.28,11.06,0.01,0.03,0.04,1.63,1.4,0.2,2.8,0,0,1,8,0,0,0,3,0,0,709,3,Midfielders,Midfielder,MF,14,Man Utd,Sofyan Amrabat
532,Hugill,Joe,14,4,0.0,45,0,1115,678,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,748,4,Forwards,Forward,FW,14,Man Utd,Joe Hugill
533,Kambwala,Willy,14,2,0.0,40,84,507,105,0.5,0,13,2,0.00,0.01,0.01,1.36,0.0,0.01,0.01,1.46,1.0,0.2,0.5,0,0,0,2,0,0,0,0,0,0,766,2,Defenders,Defender,DF,14,Man Utd,Willy Kambwala
534,Bennett,Rhys,14,2,0.0,40,0,51,13,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,768,2,Defenders,Defender,DF,14,Man Utd,Rhys Bennett
535,Hall,Lewis,15,2,0.2,43,92,18373,27543,1.2,0,20,5,0.02,0.02,0.04,2.12,0.02,0.02,0.04,2.07,0.8,0.1,1.2,0,0,0,1,0,0,0,1,0,0,204,2,Defenders,Defender,DF,15,Newcastle,Lewis Hall
536,Almiron Rejala,Miguel,15,3,4.4,62,1300,763355,1081867,9.5,4,207,59,3.85,0.96,4.81,20.91,0.27,0.07,0.34,1.45,3.1,0.5,9.5,3,1,5,18,0,0,0,1,0,0,402,3,Midfielders,Midfielder,MF,15,Newcastle,Miguel Almiron
537,Anderson,Elliot,15,3,1.8,42,407,331279,703342,4.5,0,65,19,0.78,0.31,1.09,4.57,0.17,0.07,0.24,1.01,2.1,0.0,4.5,0,1,3,5,0,0,0,0,0,0,403,3,Midfielders,Midfielder,MF,15,Newcastle,Elliot Anderson
538,Ashby,Harrison,15,2,0.0,40,0,0,2239,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,404,2,Defenders,Defender,DF,15,Newcastle,Harrison Ashby
539,Botman,Sven,15,2,5.4,45,583,1600231,2824138,7.3,4,156,33,0.32,0.44,0.76,9.09,0.05,0.07,0.12,1.4,4.1,0.1,7.3,1,1,2,6,0,0,0,1,0,0,405,2,Defenders,Defender,DF,15,Newcastle,Sven Botman
540,Guimaraes Rodriguez Moura,Bruno,15,3,2.1,58,1582,205607,345133,8.8,3,260,51,1.97,2.56,4.53,23.90,0.11,0.15,0.26,1.36,2.8,0.5,8.8,1,2,7,23,0,0,0,6,0,0,406,3,Midfielders,Midfielder,MF,15,Newcastle,Bruno Guimaraes
541,Burn,Dan,15,2,4.5,44,1166,1583448,1465587,12.0,2,223,53,2.13,0.33,2.46,15.71,0.16,0.03,0.19,1.21,3.8,0.6,12.0,2,0,5,14,0,0,0,2,0,0,407,2,Defenders,Defender,DF,15,Newcastle,Dan Burn
542,Darlow,Karl,15,1,0.0,40,0,0,939,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,408,1,Goalkeepers,Goalkeeper,GK,15,Newcastle,Karl Darlow
543,Dubravka,Martin,15,1,8.3,42,454,848411,106771,4.0,0,103,17,0.00,0.00,0.00,12.92,0.0,0.0,0.0,2.56,2.8,0.7,4.0,0,0,1,11,0,0,0,0,0,21,409,1,Goalkeepers,Goalkeeper,GK,15,Newcastle,Martin Dubravka
544,Fraser,Ryan,15,3,0.0,49,0,285,4181,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,410,3,Midfielders,Midfielder,MF,15,Newcastle,Ryan Fraser
545,Gillespie,Mark,15,1,0.1,39,0,5211,5227,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,411,1,Goalkeepers,Goalkeeper,GK,15,Newcastle,Mark Gillespie
546,Gordon,Anthony,15,3,22.3,62,1486,3738273,1513298,14.8,8,287,92,5.41,2.39,7.79,22.41,0.33,0.14,0.47,1.36,5.1,0.6,14.8,6,6,8,20,0,0,0,7,0,0,412,3,Midfielders,Midfielder,MF,15,Newcastle,Anthony Gordon
547,Hayden,Isaac,15,3,0.0,44,0,851,4696,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,413,3,Midfielders,Midfielder,MF,15,Newcastle,Isaac Hayden
548,Hendrick,Jeff,15,3,0.0,44,0,716,4907,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,414,3,Midfielders,Midfielder,MF,15,Newcastle,Jeff Hendrick
549,Isak,Alexander,15,4,14.6,76,956,2665876,3331071,8.7,9,247,66,8.99,1.22,10.21,17.34,0.85,0.11,0.96,1.63,4.7,0.3,8.7,8,0,3,16,0,0,0,0,0,0,415,4,Forwards,Forward,FW,15,Newcastle,Alexander Isak
550,Apolinario de Lira,Joelinton Cassio,15,3,0.6,58,1052,73394,134927,6.9,3,169,40,2.20,0.67,2.87,17.31,0.19,0.06,0.25,1.48,2.7,0.3,6.9,2,1,3,16,0,0,0,4,0,0,416,3,Midfielders,Midfielder,MF,15,Newcastle,Joelinton
551,Krafth,Emil,15,2,0.0,44,82,1374,1854,2.3,1,43,10,0.07,0.41,0.48,1.38,0.08,0.45,0.53,1.51,2.5,0.3,2.3,0,0,1,1,0,0,0,0,0,0,417,2,Defenders,Defender,DF,15,Newcastle,Emil Krafth
552,Kuol,Garang,15,3,0.0,45,0,0,642,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,418,3,Midfielders,Midfielder,MF,15,Newcastle,Garang Kuol
553,Lascelles,Jamaal,15,2,6.8,42,1036,1054650,408315,10.2,3,203,43,0.74,0.12,0.86,16.56,0.06,0.01,0.07,1.44,3.3,0.5,10.2,1,0,5,14,0,0,0,4,0,0,419,2,Defenders,Defender,DF,15,Newcastle,Jamaal Lascelles
554,Lewis,Jamal,15,2,0.0,40,0,0,846,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,420,2,Defenders,Defender,DF,15,Newcastle,Jamal Lewis
555,Longstaff,Sean,15,3,0.4,49,1084,153134,140365,9.2,0,186,45,1.95,1.50,3.45,17.36,0.16,0.12,0.28,1.44,2.8,0.3,9.2,2,2,6,15,0,0,0,4,0,0,421,3,Midfielders,Midfielder,MF,15,Newcastle,Sean Longstaff
556,Manquillo Gaitan,Javier,15,2,0.0,40,0,3198,6085,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,422,2,Defenders,Defender,DF,15,Newcastle,Javier Manquillo Gaitan
557,Murphy,Jacob,15,3,0.1,48,119,29801,44971,5.0,3,85,24,0.10,0.66,0.76,1.61,0.08,0.5,0.58,1.22,4.8,0.0,5.0,1,3,1,1,0,0,0,0,0,0,423,3,Midfielders,Midfielder,MF,15,Newcastle,Jacob Murphy
558,Pope,Nick,15,1,6.1,54,1255,547326,1128833,10.4,1,268,56,0.02,0.00,0.02,14.70,0.0,0.0,0.0,1.05,4.0,0.2,10.4,0,0,6,14,0,0,0,0,0,40,424,1,Goalkeepers,Goalkeeper,GK,15,Newcastle,Nick Pope
559,Ritchie,Matt,15,3,0.2,43,103,15728,21382,1.4,0,16,6,0.23,0.03,0.26,4.09,0.2,0.03,0.23,3.57,0.9,0.2,1.4,0,0,0,4,0,0,0,1,0,0,425,3,Midfielders,Midfielder,MF,15,Newcastle,Matt Ritchie
560,Saint-Maximin,Allan,15,3,0.0,60,0,0,5333,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,426,3,Midfielders,Midfielder,MF,15,Newcastle,Allan Saint-Maximin
561,Schar,Fabian,15,2,6.4,53,1633,1153744,772110,10.6,4,333,56,0.94,1.02,1.96,27.37,0.05,0.06,0.11,1.51,2.9,0.3,10.6,0,1,6,25,0,0,0,3,0,0,427,2,Defenders,Defender,DF,15,Newcastle,Fabian Schar
562,Targett,Matt,15,2,0.1,42,77,5884,17617,0.5,0,15,2,0.00,0.01,0.01,1.77,0.0,0.01,0.01,2.07,0.7,0.0,0.5,0,0,0,4,0,0,0,1,0,0,428,2,Defenders,Defender,DF,15,Newcastle,Matt Targett
563,Tonali,Sandro,15,3,1.2,52,437,194930,343940,3.1,0,86,16,0.62,0.47,1.09,6.66,0.13,0.1,0.23,1.37,2.0,0.0,3.1,1,0,1,5,0,0,0,2,0,0,429,3,Midfielders,Midfielder,MF,15,Newcastle,Sandro Tonali
564,Trippier,Kieran,15,2,41.3,68,1572,3690941,2889855,12.5,18,442,85,0.25,5.84,6.09,25.69,0.01,0.33,0.34,1.47,4.7,0.4,12.5,0,7,6,25,0,0,0,5,0,0,430,2,Defenders,Defender,DF,15,Newcastle,Kieran Trippier
565,Watts,Kell,15,2,0.1,40,0,0,7927,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,431,2,Defenders,Defender,DF,15,Newcastle,Kell Watts
566,Willock,Joe,15,3,0.1,53,136,6625,22942,0.8,0,23,4,0.15,0.47,0.62,2.42,0.1,0.31,0.41,1.6,1.3,0.0,0.8,0,0,0,2,0,0,0,0,0,0,432,3,Midfielders,Midfielder,MF,15,Newcastle,Joe Willock
567,Wilson,Callum,15,4,4.7,79,720,816476,1228511,7.0,4,187,55,7.50,0.19,7.69,9.43,0.94,0.02,0.96,1.18,3.9,0.2,7.0,7,1,5,10,0,0,0,1,0,0,433,4,Forwards,Forward,FW,15,Newcastle,Callum Wilson
568,Karius,Loris,15,1,0.3,39,0,12155,14221,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,580,1,Goalkeepers,Goalkeeper,GK,15,Newcastle,Loris Karius
569,Dummett,Paul,15,2,0.4,39,4,44340,31614,0.3,0,3,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,581,2,Defenders,Defender,DF,15,Newcastle,Paul Dummett
570,Barnes,Harvey,15,3,1.0,62,183,197457,446704,2.7,2,48,17,0.83,0.58,1.41,2.03,0.41,0.29,0.7,1.0,2.8,0.0,2.7,1,1,1,2,0,0,0,1,0,0,603,3,Midfielders,Midfielder,MF,15,Newcastle,Harvey Barnes
571,Livramento,Tino,15,2,1.7,44,606,227734,75541,5.9,4,123,26,0.04,0.39,0.43,11.50,0.01,0.06,0.07,1.71,2.0,0.7,5.9,0,0,2,10,0,0,0,1,0,0,633,2,Defenders,Defender,DF,15,Newcastle,Valentino Livramento
572,Murphy,Alex,15,2,0.4,39,3,45321,41608,0.3,0,2,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,634,2,Defenders,Defender,DF,15,Newcastle,Alex Murphy
573,Miley,Lewis,15,3,0.2,45,605,32147,12987,5.3,1,129,24,1.15,0.89,2.04,13.36,0.17,0.13,0.3,1.99,3.0,0.6,5.3,1,1,1,12,0,0,0,0,0,0,635,3,Midfielders,Midfielder,MF,15,Newcastle,Lewis Miley
574,Diallo,Amadou,15,3,0.0,45,1,806,426,0.2,0,3,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,738,3,Midfielders,Midfielder,MF,15,Newcastle,Murillo
575,Parkinson,Ben,15,4,0.0,45,24,3272,2007,0.2,0,2,1,0.00,0.00,0.00,1.76,0.0,0.0,0.0,6.6,1.0,0.0,0.2,0,0,0,1,0,0,0,0,0,0,739,4,Forwards,Forward,FW,15,Newcastle,Ben Parkinson
576,Ndiweni,Michael,15,4,0.0,45,1,1682,984,0.2,0,3,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,745,4,Forwards,Forward,FW,15,Newcastle,Michael Ndiweni
577,Varela Tavares,Nuno,16,2,0.3,40,93,24225,30958,0.0,0,8,0,0.00,0.03,0.03,1.68,0.0,0.03,0.03,1.63,0.0,0.0,0.0,0,0,0,2,0,0,0,2,0,0,23,2,Defenders,Defender,DF,16,Nott'm Forest,Nuno Tavares
578,Turner,Matt,16,1,12.4,39,1260,1041315,1099017,9.5,0,243,37,0.00,0.00,0.00,22.14,0.0,0.0,0.0,1.58,2.6,0.4,9.5,0,0,2,22,0,0,0,1,0,47,28,1,Goalkeepers,Goalkeeper,GK,16,Nott'm Forest,Matt Turner
579,Nascimento dos Santos,Andrey,16,3,0.1,43,7,14427,19007,0.2,0,1,1,0.06,0.00,0.06,0.02,0.77,0.0,0.77,0.26,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,186,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Andrey Nascimento dos Santos
